"","ID","Zone","Level","Region","Ubication","Employees","Taxes","Years","NIh","Nig","Income"
"1928","AB0000079899","County92","Small",4,"C0143693K0158204",94,8,36.4,25,727,440
"1929","AB0000081303","County96","Medium",4,"C0046411K0255486",114,36,11.8,25,101,850
"1930","AB0000081306","County96","Medium",4,"C0081731K0220166",110,18,33.8,25,101,610
"1931","AB0000081309","County96","Medium",4,"C0277724K0024173",44,26,23.9,25,101,714
"1932","AB0000081313","County96","Medium",4,"C0140121K0161776",73,43,30.5,25,101,951
"1933","AB0000081336","County96","Medium",4,"C0126317K0175580",73,18,8.7,25,101,610
"1934","AB0000081357","County96","Medium",4,"C0205726K0096171",112,40,27.7,25,101,892
"1935","AB0000081366","County96","Medium",4,"C0161167K0140730",99,32,12.2,25,101,801
"1936","AB0000081381","County96","Medium",4,"C0251507K0050390",65,21,39.2,25,101,648
"1937","AB0000081417","County96","Big",4,"C0168127K0133770",117,58,26.9,25,83,1101
"1938","AB0000081435","County96","Big",4,"C0273195K0028702",105,55,49.8,25,83,1090
"1939","AB0000081441","County96","Big",4,"C0031754K0270143",131,56,21.9,25,83,1094
"1940","AB0000081450","County96","Big",4,"C0010965K0290932",110,83,21.4,25,83,1405
"1941","AB0000081451","County96","Big",4,"C0294693K0007204",100,64,20.7,25,83,1250
"1942","AB0000081460","County96","Big",4,"C0132906K0168991",89,50,34.8,25,83,1020
"1943","AB0000081461","County96","Big",4,"C0205359K0096538",91,54,20.9,25,83,1077
"1944","AB0000081466","County96","Small",4,"C0001129K0300768",19,4,41.6,25,430,329
"1945","AB0000081551","County96","Small",4,"C0097268K0204629",62,10.5,32.1,25,430,490
"1946","AB0000081625","County96","Small",4,"C0123538K0178359",84,2,14.4,25,430,262
"1947","AB0000081629","County96","Small",4,"C0232998K0068899",90,4,23,25,430,305
"1948","AB0000081639","County96","Small",4,"C0156546K0145351",14,4,26.5,25,430,301
"1949","AB0000081672","County96","Small",4,"C0230941K0070956",25,1,38.1,25,430,198
"1950","AB0000081682","County96","Small",4,"C0254033K0047864",20,1,45.7,25,430,183
"1951","AB0000081687","County96","Small",4,"C0143020K0158877",19,2,11.1,25,430,236
"1952","AB0000081707","County96","Small",4,"C0238476K0063421",86,4,19.1,25,430,301
"1953","AB0000081718","County96","Small",4,"C0055883K0246014",49,3,33.7,25,430,294
"1954","AB0000081730","County96","Small",4,"C0292872K0009025",45,5,11.7,25,430,350
"1955","AB0000081742","County96","Small",4,"C0099520K0202377",27,2,37,25,430,248
"1956","AB0000081753","County96","Small",4,"C0187262K0114635",84,5,32.4,25,430,337
"1957","AB0000081768","County96","Small",4,"C0238827K0063070",53,5,44.5,25,430,360
"1958","AB0000081771","County96","Small",4,"C0023598K0278299",13,1,4.1,25,430,190
"1959","AB0000081796","County96","Small",4,"C0156925K0144972",31,4,43.7,25,430,316
"1960","AB0000081816","County96","Small",4,"C0242235K0059662",54,4,20.6,25,430,310
"1961","AB0000081832","County96","Small",4,"C0295389K0006508",86,4,4.2,25,430,313
"1962","AB0000081837","County96","Small",4,"C0035590K0266307",72,3,14.2,25,430,270
"1963","AB0000081839","County96","Small",4,"C0213429K0088468",45,3,5.4,25,430,296
"1964","AB0000081840","County96","Small",4,"C0070270K0231627",94,6,12,25,430,380
"1965","AB0000081841","County96","Small",4,"C0148003K0153894",66,3,9.9,25,430,300
"1966","AB0000081845","County96","Small",4,"C0189285K0112612",14,4,10.7,25,430,310
"1967","AB0000081847","County96","Small",4,"C0098531K0203366",52,1,41.5,25,430,185
"1968","AB0000083378","County98","Medium",4,"C0104566K0197331",75,12,24,25,429,500
"1969","AB0000083422","County98","Medium",4,"C0088404K0213493",52,17,46.6,25,429,600
"1970","AB0000083438","County98","Medium",4,"C0252730K0049167",63,32,8.7,25,429,808
"1971","AB0000083451","County98","Medium",4,"C0180331K0121566",50,14,4.8,25,429,542
"1972","AB0000083459","County98","Medium",4,"C0201404K0100493",77,40,30.9,25,429,900
"1973","AB0000083492","County98","Medium",4,"C0268847K0033050",52,26,34.9,25,429,720
"1974","AB0000083508","County98","Medium",4,"C0219475K0082422",31,14,26.8,25,429,550
"1975","AB0000083518","County98","Medium",4,"C0081150K0220747",47,25,31,25,429,708
"1976","AB0000083555","County98","Medium",4,"C0190892K0111005",117,21,25.4,25,429,650
"1977","AB0000083566","County98","Medium",4,"C0062752K0239145",85,13,42.4,25,429,521
"1978","AB0000083586","County98","Medium",4,"C0042561K0259336",55,14,11,25,429,550
"1979","AB0000083594","County98","Medium",4,"C0093419K0208478",108,28,5.1,25,429,750
"1980","AB0000083629","County98","Medium",4,"C0161257K0140640",115,20,48.7,25,429,630
"1981","AB0000083664","County98","Medium",4,"C0222150K0079747",72,39,14.4,25,429,887
"1982","AB0000083668","County98","Medium",4,"C0200549K0101348",34,14,23.5,25,429,546
"1983","AB0000083670","County98","Medium",4,"C0165090K0136807",114,22,10.9,25,429,650
"1984","AB0000083678","County98","Medium",4,"C0261118K0040779",103,38,46.3,25,429,879
"1985","AB0000083692","County98","Medium",4,"C0136580K0165317",98,19,22.8,25,429,620
"1986","AB0000083698","County98","Medium",4,"C0131094K0170803",91,20,45.4,25,429,630
"1987","AB0000083701","County98","Medium",4,"C0181460K0120437",49,15,34.3,25,429,577
"1988","AB0000083735","County98","Medium",4,"C0144836K0157061",71,23,26.1,25,429,670
"1989","AB0000083741","County98","Medium",4,"C0063093K0238804",69,27,23.6,25,429,730
"1990","AB0000083749","County98","Medium",4,"C0143521K0158376",65,18,15.6,25,429,601
"1991","AB0000083758","County98","Medium",4,"C0009539K0292358",90,31,31.9,25,429,790
"1992","AB0000083794","County98","Big",4,"C0194590K0107307",83,57,48.7,25,83,1094
"1993","AB0000083807","County98","Big",4,"C0230907K0070990",176,99,36.8,25,83,1459
"1994","AB0000083809","County98","Big",4,"C0228798K0073099",115,49,24.2,25,83,1003
"1995","AB0000083819","County98","Big",4,"C0111711K0190186",158,63,40,25,83,1170
"1996","AB0000083822","County98","Big",4,"C0151143K0150754",149,50,11.2,25,83,1024
"1997","AB0000083854","County98","Big",4,"C0161594K0140303",163,63,40.7,25,83,1220
"1998","AB0000083860","County98","Big",4,"C0261393K0040504",253,176,31.8,25,83,1860
"1999","AB0000083877","County98","Small",4,"C0193790K0108107",34,4,45.2,25,1436,311
"2000","AB0000083958","County98","Small",4,"C0269916K0031981",38,10.5,26.8,25,1436,490
"2001","AB0000083960","County98","Small",4,"C0072818K0229079",50,10.5,12,25,1436,490
"2002","AB0000083973","County98","Small",4,"C0282507K0019390",71,0.5,38.4,25,1436,146
"2003","AB0000083993","County98","Small",4,"C0279794K0022103",93,3,20.9,25,1436,290
"2004","AB0000084000","County98","Small",4,"C0030488K0271409",83,2,45.7,25,1436,250
"2005","AB0000084003","County98","Small",4,"C0009641K0292256",39,2,8.5,25,1436,245
"2006","AB0000084012","County98","Small",4,"C0037846K0264051",21,0.5,28.4,25,1436,75
"2007","AB0000084029","County98","Small",4,"C0220688K0081209",48,3,10.8,25,1436,265
"2008","AB0000084030","County98","Small",4,"C0188056K0113841",80,2,16.1,25,1436,260
"2009","AB0000084077","County98","Small",4,"C0236585K0065312",88,5,45.1,25,1436,338
"2010","AB0000084127","County98","Small",4,"C0149108K0152789",18,4,14.2,25,1436,314
"2011","AB0000084137","County98","Small",4,"C0117789K0184108",35,4,16.2,25,1436,315
"2012","AB0000084161","County98","Small",4,"C0090558K0211339",31,2,15.7,25,1436,240
"2013","AB0000084172","County98","Small",4,"C0211623K0090274",12,5,24.4,25,1436,345
"2014","AB0000084228","County98","Small",4,"C0104160K0197737",86,4,13.4,25,1436,313
"2015","AB0000084339","County98","Small",4,"C0137947K0163950",12,2,5.5,25,1436,251
"2016","AB0000084343","County98","Small",4,"C0221872K0080025",75,2,30.1,25,1436,244
"2017","AB0000084344","County98","Small",4,"C0032302K0269595",6,2,46.3,25,1436,217
"2018","AB0000084358","County98","Small",4,"C0251080K0050817",25,3,32.7,25,1436,282
"2019","AB0000084364","County98","Small",4,"C0264416K0037481",9,0.5,36.5,25,1436,87
"2020","AB0000084401","County98","Small",4,"C0060685K0241212",81,0.5,27.9,25,1436,55
"2021","AB0000084423","County98","Small",4,"C0040859K0261038",83,0.5,29.1,25,1436,135
"2022","AB0000084430","County98","Small",4,"C0166727K0135170",29,0.5,25.9,25,1436,25
"2023","AB0000084438","County98","Small",4,"C0001453K0300444",35,1,29.3,25,1436,150
"2024","AB0000084456","County98","Small",4,"C0187182K0114715",70,0.5,20.7,25,1436,130
"2025","AB0000084482","County98","Small",4,"C0201564K0100333",37,0.5,16.9,25,1436,9
"2026","AB0000084484","County98","Small",4,"C0271899K0029998",30,1,30.7,25,1436,207
"2027","AB0000084486","County98","Small",4,"C0234299K0067598",41,0.5,46.9,25,1436,101
"2028","AB0000084499","County98","Small",4,"C0169330K0132567",82,0.5,34.8,25,1436,131
"2029","AB0000084511","County98","Small",4,"C0254728K0047169",42,0.5,3.9,25,1436,120
"2030","AB0000084515","County98","Small",4,"C0273358K0028539",25,1,8.3,25,1436,191
"2031","AB0000084525","County98","Small",4,"C0021308K0280589",68,1,21.2,25,1436,180
"2032","AB0000084561","County98","Small",4,"C0159682K0142215",73,1,31.2,25,1436,196
"2033","AB0000084568","County98","Small",4,"C0236361K0065536",22,2,34.1,25,1436,221
"2034","AB0000084607","County98","Small",4,"C0174554K0127343",17,8,28.4,25,1436,430
"2035","AB0000084608","County98","Small",4,"C0019979K0281918",50,6,22.1,25,1436,384
"2036","AB0000084633","County98","Small",4,"C0268697K0033200",48,7,43.4,25,1436,420
"2037","AB0000084658","County98","Small",4,"C0143777K0158120",39,9,12.6,25,1436,450
"2038","AB0000084661","County98","Small",4,"C0226132K0075765",82,8,31.6,25,1436,440
"2039","AB0000084679","County98","Small",4,"C0099610K0202287",31,7,19,25,1436,400
"2040","AB0000084684","County98","Small",4,"C0274889K0027008",31,6,18.8,25,1436,390
"2041","AB0000084687","County98","Small",4,"C0185589K0116308",38,0.5,20.5,25,1436,119
"2042","AB0000084697","County98","Small",4,"C0212103K0089794",35,0.5,37.4,25,1436,137
"2043","AB0000084705","County98","Small",4,"C0164657K0137240",95,7,3.9,25,1436,400
"2044","AB0000084722","County98","Small",4,"C0262434K0039463",97,5,14.4,25,1436,363
"2045","AB0000084746","County98","Small",4,"C0213051K0088846",79,7,21.4,25,1436,400
"2046","AB0000084752","County98","Small",4,"C0083595K0218302",37,8,47.7,25,1436,425
"2047","AB0000084787","County98","Small",4,"C0185692K0116205",45,10,28.2,25,1436,480
"2048","AB0000084798","County98","Small",4,"C0100049K0201848",65,8,32.8,25,1436,433
"2049","AB0000084800","County98","Small",4,"C0272575K0029322",59,6,37,25,1436,387
"2050","AB0000084809","County98","Small",4,"C0047175K0254722",95,9,12,25,1436,457
"2051","AB0000084825","County98","Small",4,"C0147352K0154545",22,6,18.8,25,1436,380
"2052","AB0000084867","County98","Small",4,"C0043874K0258023",81,8,15.6,25,1436,439
"2053","AB0000084886","County98","Small",4,"C0020305K0281592",69,6,44.9,25,1436,366
"2054","AB0000084922","County98","Small",4,"C0133478K0168419",94,9,31.5,25,1436,450
"2055","AB0000084928","County98","Small",4,"C0226617K0075280",37,3,24.1,25,1436,295
"2056","AB0000084945","County98","Small",4,"C0253442K0048455",73,0.5,36.8,25,1436,101
"2057","AB0000084980","County98","Small",4,"C0218622K0083275",66,6,8.2,25,1436,370
"2058","AB0000084996","County98","Small",4,"C0178038K0123859",61,8,14.4,25,1436,424
"2059","AB0000085001","County98","Small",4,"C0130321K0171576",97,8,44,25,1436,433
"2060","AB0000085005","County98","Small",4,"C0194698K0107199",75,7,27.3,25,1436,391
"2061","AB0000085021","County98","Small",4,"C0240886K0061011",81,8,17.9,25,1436,421
"2062","AB0000085029","County98","Small",4,"C0170655K0131242",70,4,5.1,25,1436,314
"2063","AB0000085038","County98","Small",4,"C0148721K0153176",17,8,10.5,25,1436,428
"2064","AB0000085042","County98","Small",4,"C0279638K0022259",53,6,15.8,25,1436,367
"2065","AB0000085054","County98","Small",4,"C0223262K0078635",64,1,44.5,25,1436,166
"2066","AB0000085096","County98","Small",4,"C0025146K0276751",25,0.5,18.4,25,1436,97
"2067","AB0000085119","County98","Small",4,"C0241035K0060862",75,0.5,32.8,25,1436,142
"2068","AB0000085127","County98","Small",4,"C0272049K0029848",39,0.5,36.3,25,1436,133
"2069","AB0000085133","County98","Small",4,"C0161185K0140712",25,0.5,16.6,25,1436,103
"2070","AB0000085139","County98","Small",4,"C0275380K0026517",28,1,20.6,25,1436,175
"2071","AB0000085176","County98","Small",4,"C0213135K0088762",74,0.5,31.5,25,1436,131
"2072","AB0000085185","County98","Small",4,"C0132036K0169861",62,0.5,17.3,25,1436,117
